,Qty,Price before GST
,1000,1.53
,1500,1.47
,2000,1.43
,,
,,
"Canvas Pouch (11cmH x 21cmL, silkscreen print - 1c x 0c on cotton canvas)",30,6.54
,40,5.57
,50,4.81
,60,4.47
,70,3.96
,80,3.7
,90,3.48
,100,3.29
,150,2.95
,200,2.83
,250,2.56
,300,2.22
,500,2.15
,750,2.06
,1000,1.92
,1500,1.84
,2000,1.78
,,
,,
"Canvas Pouch (11cmH x 21cmL, silkscreen print - 2c x 0c on cotton canvas)",30,11.18
,40,8.84
,50,7.44
,60,6.71
,70,5.83
,80,5.33
,90,4.93
,100,4.34
,150,3.97
,200,3.78
,250,3.45
,300,3.02
,500,2.54
,750,2.47
,1000,2.38
,1500,2.25
,2000,2.18
,,
,,
"Canvas Pouch (11cmH x 21cmL, heat transfer print, A5 size - on cotton canvas)",30,9.19
,40,8.56
,50,8.25
,60,8.02
,70,7.92
,80,7.67
,90,7.46
,100,7.24
,150,7.09
,200,6.92
,250,6.48
,300,6.31
,500,6.08
,750,5.41
,1000,4.94
,1500,4.54
,2000,4.23
,,
,,
Nylon Zipper Pouch - 5 to 10 working days,updated on,08.15.2024
Nylon Zipper Pouch (No Print),30,4.95
,40,4.47
,50,4.18
,60,3.89
,70,3.76
,80,3.66
,90,3.59
,100,3.47
,150,3.17
,200,2.91
,250,2.75
,300,2.64
,500,2.36
,750,2.27
,1000,2.2
,1500,2.13
,2000,2.02
,,
Nylon Zipper Pouch (silkscreen print - 1c x 0c),30,7.15
,40,6.36
,50,5.87
,60,5.42
,70,5.2
,80,5.04
,90,4.91
,100,4.73
,150,4.28
,200,3.89
,250,3.66
,300,3.51
,500,3.12
,750,2.95
,1000,2.91
,1500,2.87
,2000,2.84
,,
Nylon Zipper Pouch (silkscreen print - 2c x 0c),30,8.98
,40,7.96
,50,7.27
,60,7
,70,6.73
,80,6.56
,90,6.37
,100,6.11
,150,5.87
,200,5.31
,250,4.97
,300,4.74
,500,4.2
,750,4.01
,1000,3.91
,1500,3.85
,2000,3.79
,,
,,
2 Tone Zipper Pouch - 5 to 10 working days,updated on,08.16.2024
2 Tone Zipper Pouch (silkscreen print - 1c x 0c),30,7.63
,40,6.78
,50,6.26
,60,5.78
,70,5.55
,80,5.38
,90,5.24
,100,5.05
,150,4.57
,200,4.15
,250,3.91
,300,3.75
,500,3.33
,750,3.15
,1000,2.58
,1500,2.52
,2000,2.42
,,
2 Tone Zipper Pouch (silkscreen print - 2c x 0c),30,9.41
,40,8.56
,50,7.82
,60,7.68
,70,7.38
,80,7.19
,90,6.98
,100,6.7
,150,6.43
,200,5.82
,250,5.44
,300,5.19
,500,4.6
,750,4.4
,1000,3.26
,1500,3.02
,2000,2.89
,,
,,
Double Zipper Pouch - 5 to 10 working days,updated on,08.16.2024
Double Zipper Pouch (silkscreen print - 1c x 0c),30,12.19
,40,10.52
,50,9.15
,60,8.47
,70,7.97
,80,7.75
,90,7.32
,100,6.86
,150,6.54
,200,6.3
,250,6.12
,300,5.9
,500,5.77
,750,5.64
,1000,5.57
,1500,5.48
,2000,5.25
,,
Double Zipper Pouch (silkscreen print - 2c x 0c),30,12.88
,40,11.43
,50,10.03
,60,9.46
,70,8.9
,80,8.65
,90,8.17
,100,7.66
,150,7.3
,200,7.04
,250,6.83
,300,6.59
,500,6.44
,750,6.3
,1000,6.22
,1500,6.12
,2000,5.86
,,
,,
Landon Multipurpose Pouch - 5 to 10 working days,updated on,08.16.2024
Landon Multipurpose Pouch (silkscreen print - 1c x 0c),30,11.15
,40,9.13
,50,7.74
,60,6.81
,70,6.1
,80,5.59
,90,5.27
,100,4.95
,150,4.38
,200,3.96
,250,3.63
,300,3.47
,500,3.28
,750,3.28
,1000,3.14
,1500,3.03
,2000,2.94
,,
Landon Multipurpose Pouch (silkscreen print - 2c x 0c),30,11.73
,40,9.78
,50,8.29
,60,7.29
,70,6.53
,80,5.99
,90,5.65
,100,5.31
,150,4.7
,200,4.25
,250,3.88
,300,3.71
,500,3.51
,750,3.51
,1000,3.36
,1500,3.24
,2000,3.15
,,
,,
Stationery Multipurpose Pouch- 5 to 10 working days,updated on,08.16.2024
Stationery Multipurpose Pouch (silkscreen print - 1c x 0c),30,5.87
,40,4.81
,50,4.61
,60,4.25
,70,3.98
,80,3.65
,90,3.46
,100,3.25
,150,2.88
,200,2.6
,250,2.38
,300,2.28
,500,2.15
,750,2.15
,1000,2.06
,1500,1.99
,2000,1.93
,,
Stationery Multipurpose Pouch (silkscreen print - 2c x 0c),30,6.96
,40,5.84
,50,5.6
,60,5.25
,70,4.92
,80,4.51
,90,4.27
,100,4.01
,150,3.55
,200,3.21
,250,2.94
,300,2.81
,500,2.66
,750,2.66
,1000,2.54
,1500,2.45
,2000,2.38
,,
,,
Nylon Jacquard Pouch - 5 to 10 working days,updated on,08.16.2024
Nylon Jacquard Pouch (silkscreen print - 1c x 0c),30,12.31
,40,10.62
,50,9.24
,60,8.55
,70,8.05
,80,7.83
,90,7.39
,100,6.93
,150,6.6
,200,6.36
,250,6.18
,300,5.96
,500,5.83
,750,5.7
,1000,5.63
,1500,5.53
,2000,5.3
,,
Nylon Jacquard Pouch (silkscreen print - 2c x 0c),30,12.96
,40,11.53
,50,10.12
,60,9.54
,70,8.98
,80,8.73
,90,8.25
,100,7.73
,150,7.37
,200,7.1
,250,6.9
,300,6.65
,500,6.5
,750,6.36
,1000,6.28
,1500,6.18
,2000,5.92
,,
,,
Zeta Multipurpose Pouch - 5 to 10 working days,updated on,08.16.2024
Zeta Multipurpose Pouch (silkscreen print - 1c x 0c),30,10.61
,40,8.41
,50,7.04
,60,6.23
,70,5.62
,80,5.15
,90,4.78
,100,4.47
,150,4.02
,200,3.84
,250,3.42
,300,3.29
,500,3.15
,750,3
,1000,2.82
,1500,2.74
,2000,2.61
,,
Zeta Multipurpose Pouch (silkscreen print - 2c x 0c),30,11.83
,40,9.38
,50,7.85
,60,6.95
,70,6.27
,80,5.75
,90,5.33
,100,4.99
,150,4.49
,200,4.29
,250,3.82
,300,3.67
,500,3.52
,750,3.35
,1000,3.15
,1500,3.06
,2000,2.91
,,
,,
Classique All Purpose Pouch - 5 to 10 working days,updated on,03.14.2024
"Classique All Purpose Pouch (17.3cmL x 6.3cmW x 11cmH, No Print)",30,8.14
,40,6.91
,50,5.8
,60,5.09
,70,4.58
,80,4.19
,90,3.88
,100,3.62
,150,3.25
,200,3.11
,250,3.04
,300,2.93
,500,2.84
,750,2.7
,1000,2.6
,1500,2.53
,2000,2.45
,,
"Classique All Purpose Pouch (17.3cmL x 6.3cmW x 11cmH, silkscreen print - 1c x 0c on Nylon)",30,9.48
,40,8.34
,50,7.09
,60,6.22
,70,5.59
,80,5.12
_,90,4.74
,100,4.42
,150,3.97
,200,3.8
,250,3.71
,300,3.58
,500,3.46
,750,3.3
,1000,3.17
,1500,3.09
,2000,2.99
,,
"Classique All Purpose Pouch (17.3cmL x 6.3cmW x 11cmH, silkscreen print - 2c x 0c on Nylon)",30,10.7
,40,9.08
,50,7.63
,60,6.7
,70,6.02
,80,5.51
,90,5.1
,100,4.76
,150,4.28
,200,4.09
,250,4
,300,3.86
,500,3.73
,750,3.55
,1000,3.41
,1500,3.33
,2000,3.22
,,
Urgent Classique All Purpose Pouch - 2 to 4 working days,,
"Urgent Classique All Purpose Pouch (17.3cmL x 6.3cmW x 11cmH, 
silkscreen print - 1c x 0c on Nylon)",30,10.17
,40,8.87
,50,7.45
,60,6.54
,70,5.87
,80,5.38
,90,4.98
,100,4.65
,150,4.17
,200,3.99
,250,3.9
,300,3.76
,500,3.64
,750,3.47
,1000,3.33
,1500,3.25
,2000,3.14
,,
"Urgent Classique All Purpose Pouch (17.3cmL x 6.3cmW x 11cmH, 
silkscreen print - 2c x 0c on Nylon)",30,11.43
,40,9.97
,50,8.38
,60,7.35
,70,6.6
,80,6.05
,90,5.6
,100,5.22
,150,4.69
,200,4.49
,250,4.38
,300,4.23
,500,4.09
,750,3.9
,1000,3.75
,1500,3.65
,2000,3.53
,,
"Classique All Purpose Pouch (17.3cmL x 6.3cmW x 11cmH, 
 Heat Transfer Print - A5 size on Nylon)",30,9.84
,40,8.58
,50,7.21
,60,6.32
,70,5.68
,80,5.21
,90,4.82
,100,4.5
,150,4.04
,200,3.87
,250,3.77
,300,3.64
,500,3.52
,750,3.36
,1000,3.23
,1500,3.14
,2000,3.04
,,
,,
Laptop Sleeves,updated,08.16.2024
"Laptop Sleeves (14"", No Print)",30,6.26
,40,6.09
,50,5.98
,60,5.86
,70,5.72
,80,5.55
,90,5.47
,100,5.41
,150,5.24
,200,5.24
,250,5.17
,300,5.04
,500,4.9
,750,4.81
,1000,4.67
,1500,4.54
,2000,4.41
,,
"Laptop Sleeves (14"", silkscreen print - 1c x 0c)",30,8.28
,40,7.85
,50,7.39
,60,7.1
,70,6.88
,80,6.48
,90,6.36
,100,6.27
,150,5.78
,200,5.73
,250,5.54
,300,5.39
,500,5.23
,750,5.11
,1000,4.99
,1500,4.86
,2000,4.75
,,
"Laptop Sleeves (14"", silkscreen print - 2c x 0c)",30,9.86
,40,9.3
,50,8.66
,60,8.24
,70,7.94
,80,7.46
,90,7.28
,100,7.14
,150,6.53
,200,6.42
,250,6.18
,300,6.01
,500,5.86
,750,5.71
,1000,5.59
,1500,5.42
,2000,5.3
,,
,,
Nylon Cooler Bag,updated on,08.16.2024
"Nylon Cooler Bag (24cmL x 15cmW x 15cmH, silkscreen print - 1c x 0c)",50,9.84
,60,8.25
,70,7.47
,80,6.82
,90,6.55
,100,6.16
,150,5.85
,200,5.58
,250,5.18
,300,5.02
,500,4.89
,750,4.78
,1000,4.61
,1500,4.46
,2000,4.33
,,
"Nylon Cooler Bag (24cmL x 15cmW x 15cmH, silkscreen print - 2c x 0c)",50,11.28
,60,9.45
,70,8.55
,80,7.81
,90,7.5
,100,7.06
,150,6.7
,200,6.39
,250,5.93
,300,5.75
,500,5.6
,750,5.47
,1000,5.29
,1500,5.11
,2000,4.96
,,
,,
Black Nylon Cooler Bag,updated on,08.16.2024
"Black Nylon Cooler Bag (24cmL x 15cmW x 15cmH, silkscreen print - 1c x 0c)",50,9.99
,60,8.48
,70,8.02
,80,7.55
,90,7.07
,100,6.69
,150,6.38
,200,6.12
,250,5.71
,300,5.53
,500,5.23
,750,5.09
,1000,4.99
,1500,4.88
,2000,4.77
,,
"Black Nylon Cooler Bag (24cmL x 15cmW x 15cmH, silkscreen print - 2c x 0c)",50,11.11
,60,9.66
,70,9.14
,80,8.61
,90,8.06
,100,7.63
,150,7.27
,200,6.97
,250,6.51
,300,6.3
,500,5.96
,750,5.8
,1000,5.68
,1500,5.56
,2000,5.43
,,
,,
Disposable Face Mask Set (10 to 15 working days),,
"Disposable Face Mask Set (custom logo full colour print, 5pcs/set)",500,0.91
,1000,0.47
,2000,0.39
,3000,0.36
,5000,0.29
,6000,0.28
,8000,0.25
,10000,0.21
,,
"Disposable Face Mask Set (custom logo full colour print, 1pcs/set)",500,0.97
,1000,0.52
,2000,0.43
,3000,0.39
,5000,0.32
,6000,
,8000,0.31
,10000,0.28
,,
"Disposable Face Mask Set (custom logo full colour print, 5pcs/set, with headloop)",500,0.87
,1000,0.87
,2000,0.87
,3000,0.87
,5000,0.87
,10000,0.87
,,
,,
"K94 Masks (full colour logo print, 1pc/packet, 800pcs in white masks and 200pcs
in blue masks)",1000,1.03
,1200,0.89
,,
,,
Adjustable Strap Cotton Mask - 10 to 15 working days,,
"Adjustable Strap Cotton Mask (With Nose Wire, additional filter slot, with adjustable 
ear straps, silkscreen print - 1 colour)",30,7.04
,40,6.09
,50,5.93
,60,5.83
,70,5.4
,80,4.84
,90,4.6
,100,4.46
,150,4.14
,200,3.7
,250,3.55
,300,3.41
,500,2.97
,750,2.75
,1000,2.57
,1500,2.52
,,
"Adjustable Strap Cotton Mask (With Nose Wire, additional filter slot, with adjustable 
ear straps, silkscreen print - 2 colour)",30,10.37
,40,8.69
,50,8.23
,60,7.91
,70,7.18
,80,6.33
,90,5.93
,100,5.17
,150,4.83
,200,4.36
,250,4.18
,300,4.03
,500,3.54
,750,3.28
,1000,3.07
,1500,3.01
,,
Dri Fit Mask - 10 to 15 working days,,
"2ply Dri Fit Mask (100% polyester, silkscreen print - 1 colour)",100,4.98
,150,4.38
,200,3.99
,250,3.77
,300,3.36
,500,3.15
,750,2.85
,1000,2.62
,1500,2.57
,,
"2ply Dri Fit Mask (100% polyester, silkscreen print - 2 colour)",100,6.18
,150,5.16
,200,4.57
,250,4.22
,300,3.73
,500,3.37
,750,3.05
,1000,2.82
,1500,2.77
,,
Cotton Sport Wristbands- 5 to 10 working days,updated on,3.18.2024
"Cotton Sport Wristbands (7.5cm x 7.5cm, No Logo Print)",30,3.04
,40,2.54
,50,2.34
,60,2.12
,70,1.97
,80,1.92
,90,1.87
,100,1.08
,150,1.04
,200,0.98
,250,0.93
,300,0.9
,500,0.9
,750,0.87
,1000,0.82
,1500,0.78
,2000,0.72
,,
"Cotton Sport Wristbands (7.5cm x 7.5cm, embroidery print)",30,6.24
,40,6.24
,50,6.04
,60,5.99
,70,5.96
,80,5.93
,90,5.91
,100,5.9
,150,4.91
,200,4.66
,250,3.73
,300,3.6
,500,3.49
,750,3.33
,1000,3.18
,1500,3.09
,2000,2.99
